ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399905.SZ,20200525,5316.6036,5323.9656,5344.2849,5293.2294,5328.2268,-11.6232,-0.2181,84385681.0,91375351.5
399905.SZ,20200522,5328.2268,5421.7282,5421.887,5307.2962,5426.1745,-97.9477,-1.8051,106415711.0,115705492.5
399905.SZ,20200521,5426.1745,5508.2041,5511.2324,5415.5986,5489.7024,-63.5279,-1.1572,114559108.0,128883851.4
399905.SZ,20200520,5489.7024,5545.0441,5547.1691,5473.7896,5547.8759,-58.1735,-1.0486,123491264.0,141354557.2
399905.SZ,20200519,5547.8759,5515.0289,5548.2181,5504.2327,5478.8218,69.0541,1.2604,112008860.0,133182704.7
399905.SZ,20200518,5478.8218,5522.7233,5528.7754,5454.9615,5507.9336,-29.1118,-0.5285,133654664.0,158389049.3
399905.SZ,20200515,5507.9336,5510.1454,5543.9334,5486.2557,5487.107,20.8266,0.3796,112651511.0,132317035.6
399905.SZ,20200514,5487.107,5513.0817,5528.0915,5485.0152,5536.2802,-49.1732,-0.8882,119197701.0,129595787.5
399905.SZ,20200513,5536.2802,5495.8969,5546.5535,5483.9868,5512.464,23.8162,0.432,107895822.0,120477112.0
399905.SZ,20200512,5512.464,5494.0693,5519.2868,5441.7013,5496.192,16.272,0.2961,115943677.0,127585356.3
399905.SZ,20200511,5496.192,5529.1056,5547.9416,5466.6158,5507.6965,-11.5045,-0.2089,129851985.0,142054909.5
399905.SZ,20200508,5507.6965,5474.8739,5527.0903,5467.646,5445.7519,61.9446,1.1375,136318622.0,146384767.2
399905.SZ,20200507,5445.7519,5454.2515,5473.7738,5425.7964,5451.3159,-5.564,-0.1021,140146354.0,147975355.3
399905.SZ,20200506,5451.3159,5320.94,5451.456,5318.443,5353.8595,97.4564,1.8203,141679050.0,159945700.6
399905.SZ,20200430,5353.8595,5261.0467,5368.8943,5261.0467,5226.8116,127.0479,2.4307,133036686.0,142523793.3
399905.SZ,20200429,5226.8116,5203.7103,5269.735,5201.4734,5227.846,-1.0344,-0.0198,105926849.0,103339319.1
399905.SZ,20200428,5227.846,5268.1255,5273.2565,5102.0608,5265.7248,-37.8788,-0.7193,140824910.0,133971236.9
399905.SZ,20200427,5265.7248,5278.9787,5314.4114,5249.3133,5273.5474,-7.8226,-0.1483,117132427.0,110738403.0
399905.SZ,20200424,5273.5474,5350.5426,5354.7629,5258.5692,5357.7904,-84.243,-1.5723,131383367.0,127211203.3
399905.SZ,20200423,5357.7904,5402.6478,5407.49,5354.9401,5387.6233,-29.8329,-0.5537,144618302.0,145324602.2
399905.SZ,20200422,5387.6233,5304.731,5388.2073,5296.2644,5343.8806,43.7427,0.8186,123597006.0,127945771.5
399905.SZ,20200421,5343.8806,5358.6005,5358.6005,5287.6633,5381.7857,-37.9051,-0.7043,130744426.0,139768427.4
399905.SZ,20200420,5381.7857,5364.4596,5389.2519,5318.4547,5318.4547,63.331,1.1908,120642182.0,130825823.6
399905.SZ,20200417,5318.4547,5354.9828,5377.147,5309.5809,5316.9707,1.484,0.0279,136969833.0,156745771.3
399905.SZ,20200416,5316.9707,5245.9247,5328.1204,5238.4335,5268.7497,48.221,0.9152,120742193.0,122069165.0
399905.SZ,20200415,5268.7497,5291.9664,5320.5792,5264.0114,5288.593,-19.8433,-0.3752,122477400.0,128025726.3
399905.SZ,20200414,5288.593,5197.1716,5288.593,5189.8242,5169.1757,119.4173,2.3102,110188244.0,118917318.0
399905.SZ,20200413,5169.1757,5176.4431,5198.3708,5140.8505,5208.5102,-39.3345,-0.7552,98180993.0,101355716.4
399905.SZ,20200410,5208.5102,5321.7865,5321.7865,5197.9841,5322.4614,-113.9512,-2.1409,123816388.0,126468212.0
399905.SZ,20200409,5322.4614,5301.2663,5336.1174,5289.3845,5271.7961,50.6653,0.9611,125098462.0,128352885.5
399905.SZ,20200408,5271.7961,5243.1623,5291.4149,5232.6161,5267.073,4.7231,0.0897,137786254.0,136499534.3
399905.SZ,20200407,5267.073,5202.5465,5273.0857,5197.5826,5107.0393,160.0337,3.1336,145109452.0,146826555.1
399905.SZ,20200403,5107.0393,5143.5185,5161.5728,5085.0948,5147.2019,-40.1626,-0.7803,109478978.0,112751173.0
399905.SZ,20200402,5147.2019,4998.6259,5147.2019,4998.1063,5019.2187,127.9832,2.5499,113351078.0,117822171.4
399905.SZ,20200401,5019.2187,5029.5837,5108.175,5007.7115,5041.4534,-22.2347,-0.441,112154111.0,110651112.5
399905.SZ,20200331,5041.4534,5073.5232,5090.5675,5030.573,5027.4856,13.9678,0.2778,111605612.0,106538446.1
399905.SZ,20200330,5027.4856,5073.7047,5074.6251,4974.3165,5137.3371,-109.8515,-2.1383,123981316.0,124559163.3
399905.SZ,20200327,5137.3371,5222.8511,5227.7921,5134.4903,5166.1091,-28.772,-0.5569,117045073.0,118480791.0
399905.SZ,20200326,5166.1091,5180.4657,5227.4679,5157.1478,5217.4237,-51.3146,-0.9835,125652450.0,126982007.9
399905.SZ,20200325,5217.4237,5200.7752,5229.2205,5160.3887,5096.0408,121.3829,2.3819,146881070.0,142310080.6
399905.SZ,20200324,5096.0408,5089.1516,5118.0355,4963.2918,4998.9095,97.1313,1.943,140787705.0,137371423.3
399905.SZ,20200323,4998.9095,5079.3549,5129.1405,4981.6682,5219.2809,-220.3714,-4.2223,138684745.0,133727699.5
399905.SZ,20200320,5219.2809,5217.488,5225.0268,5129.0733,5157.8235,61.4574,1.1915,127513289.0,131519032.4
399905.SZ,20200319,5157.8235,5119.9437,5185.0889,5020.4387,5119.4716,38.3519,0.7491,154593702.0,148680627.0
399905.SZ,20200318,5119.4716,5257.9438,5333.1204,5119.4716,5212.0619,-92.5903,-1.7765,164286604.0,160536059.9
399905.SZ,20200317,5212.0619,5245.5231,5300.5591,5052.6546,5200.1142,11.9477,0.2298,159137878.0,152551271.9
399905.SZ,20200316,5200.1142,5496.889,5496.889,5183.3436,5457.2006,-257.0864,-4.711,186849952.0,184923547.7
399905.SZ,20200313,5457.2006,5225.5063,5507.3899,5224.7267,5493.8838,-36.6832,-0.6677,195266659.0,188405108.2
399905.SZ,20200312,5493.8838,5507.3213,5549.3501,5446.7941,5589.5311,-95.6473,-1.7112,158753157.0,154102925.6
399905.SZ,20200311,5589.5311,5692.7173,5708.9152,5589.5311,5675.1113,-85.5802,-1.508,187750912.0,190010266.2
399905.SZ,20200310,5675.1113,5459.1732,5675.8756,5423.4289,5525.8167,149.2946,2.7018,208402877.0,210472315.0
399905.SZ,20200309,5525.8167,5668.6366,5699.9198,5525.8167,5763.8602,-238.0435,-4.1299,218538089.0,212042107.5
399905.SZ,20200306,5763.8602,5737.0958,5802.6293,5723.7326,5801.1199,-37.2597,-0.6423,185297147.0,177496499.2
399905.SZ,20200305,5801.1199,5795.25,5811.2074,5732.168,5716.5112,84.6087,1.4801,217232221.0,217238387.6
399905.SZ,20200304,5716.5112,5670.4997,5719.1783,5603.9288,5710.0235,6.4877,0.1136,185133098.0,194980150.0
399905.SZ,20200303,5710.0235,5756.7914,5832.3531,5658.1205,5656.4193,53.6042,0.9477,226325494.0,244204351.2
399905.SZ,20200302,5656.4193,5516.4386,5683.2425,5505.2683,5451.2897,205.1296,3.763,199511612.0,213505004.4
399905.SZ,20200228,5451.2897,5558.4158,5641.7724,5438.8521,5753.7277,-302.438,-5.2564,224306709.0,232879770.2
399905.SZ,20200227,5753.7277,5770.2183,5829.0372,5689.539,5743.3929,10.3348,0.1799,204694875.0,221902086.2
399905.SZ,20200226,5743.3929,5824.0484,5885.2702,5724.499,5897.7219,-154.329,-2.6168,266375080.0,281045744.3
399905.SZ,20200225,5897.7219,5745.617,5912.2741,5643.8843,5865.4665,32.2554,0.5499,267366678.0,301960915.8
399905.SZ,20200224,5865.4665,5784.5751,5884.1397,5754.6794,5784.0321,81.4344,1.4079,218098962.0,250154433.4
399905.SZ,20200221,5784.0321,5704.836,5822.3973,5700.9519,5706.7127,77.3194,1.3549,207236239.0,230175046.2
399905.SZ,20200220,5706.7127,5619.5203,5712.1825,5580.0672,5603.2626,103.4501,1.8462,192076026.0,205564978.6
399905.SZ,20200219,5603.2626,5654.1778,5678.8191,5601.3916,5660.8142,-57.5516,-1.0167,185642085.0,210591418.5
399905.SZ,20200218,5660.8142,5607.8401,5660.8142,5577.8981,5594.4366,66.3776,1.1865,185098701.0,206428524.4
399905.SZ,20200217,5594.4366,5454.4626,5594.4366,5454.4626,5420.8025,173.6341,3.2031,174636657.0,183878721.1
399905.SZ,20200214,5420.8025,5407.4738,5474.4682,5375.9258,5412.8418,7.9607,0.1471,145346496.0,162742004.6
399905.SZ,20200213,5412.8418,5456.6591,5482.7951,5397.2324,5459.9461,-47.1043,-0.8627,158202642.0,175679828.6
399905.SZ,20200212,5459.9461,5345.522,5461.6736,5340.487,5361.2768,98.6693,1.8404,151041473.0,164552224.7
399905.SZ,20200211,5361.2768,5390.5255,5396.9558,5323.7602,5388.4349,-27.1581,-0.504,152508177.0,157302894.1
399905.SZ,20200210,5388.4349,5322.0089,5389.0387,5301.4121,5327.0369,61.398,1.1526,176703282.0,186767921.8
399905.SZ,20200207,5327.0369,5287.269,5329.3558,5226.6999,5282.8922,44.1447,0.8356,191147642.0,203495543.0
399905.SZ,20200206,5282.8922,5128.1863,5299.178,5100.4818,5123.9619,158.9303,3.1017,185957456.0,197274056.3
399905.SZ,20200205,5123.9619,5035.4089,5178.4378,5026.4083,4996.4743,127.4876,2.5516,171095339.0,177352350.6
399905.SZ,20200204,4996.4743,4736.1227,5013.7695,4736.1227,4910.9011,85.5732,1.7425,189672279.0,175374996.0
399905.SZ,20200203,4910.9011,4896.8945,4960.7456,4896.8945,5377.7411,-466.84,-8.681,81777084.0,89455038.4
399905.SZ,20200123,5377.7411,5521.7921,5558.4257,5326.9315,5575.5126,-197.7715,-3.5471,145773071.0,161861917.5
399905.SZ,20200122,5575.5126,5502.587,5597.9935,5440.1998,5523.9419,51.5707,0.9336,123474770.0,138250254.2
399905.SZ,20200121,5523.9419,5581.0102,5581.98,5515.1928,5587.5359,-63.594,-1.1381,124604808.0,135220987.2
399905.SZ,20200120,5587.5359,5523.0098,5587.5359,5500.5937,5510.0453,77.4906,1.4064,115403001.0,128212120.8
399905.SZ,20200117,5510.0453,5539.723,5555.4119,5499.4674,5527.6676,-17.6223,-0.3188,104949329.0,110491857.8
399905.SZ,20200116,5527.6676,5539.4211,5559.0175,5514.6912,5530.0266,-2.359,-0.0427,111897276.0,122337955.3
399905.SZ,20200115,5530.0266,5532.9613,5545.1012,5492.6508,5542.3316,-12.305,-0.222,112425020.0,118142835.1
399905.SZ,20200114,5542.3316,5576.6291,5583.7202,5539.8997,5559.6272,-17.2956,-0.3111,129811383.0,134845327.4
399905.SZ,20200113,5559.6272,5478.3159,5559.6272,5447.7315,5480.2279,79.3993,1.4488,118076181.0,128651948.0
399905.SZ,20200110,5480.2279,5511.6739,5516.0948,5455.2516,5497.5429,-17.315,-0.315,113819821.0,118196969.0
399905.SZ,20200109,5497.5429,5465.8574,5497.5429,5457.3498,5423.7966,73.7463,1.3597,132431667.0,135961014.6
399905.SZ,20200108,5423.7966,5481.9844,5500.1601,5409.569,5499.8395,-76.0429,-1.3826,155406847.0,149838069.3
399905.SZ,20200107,5499.8395,5441.9032,5499.8395,5440.6916,5434.8503,64.9892,1.1958,144142722.0,142194161.7
399905.SZ,20200106,5434.8503,5365.2171,5481.55,5355.0237,5380.6372,54.2131,1.0076,159587414.0,158190935.6
399905.SZ,20200103,5380.6372,5376.0328,5395.2585,5351.8049,5366.1375,14.4997,0.2702,128452021.0,122199725.5
399905.SZ,20200102,5366.1375,5306.6677,5374.9082,5288.1675,5267.6622,98.4753,1.8694,145894405.0,136813752.3
399905.SZ,20191231,5267.6622,5239.9132,5269.8736,5228.1726,5241.9383,25.7239,0.4907,103889658.0,95356584.9
399905.SZ,20191230,5241.9383,5160.3102,5242.1238,5119.8558,5179.1929,62.7454,1.2115,116869456.0,106835905.5
399905.SZ,20191227,5179.1929,5223.4701,5252.7878,5175.852,5219.1404,-39.9475,-0.7654,126259628.0,116273066.0
399905.SZ,20191226,5219.1404,5181.3814,5219.1404,5171.4403,5183.0986,36.0418,0.6954,95625533.0,89169212.2
399905.SZ,20191225,5183.0986,5157.3667,5195.8663,5153.5138,5162.0702,21.0284,0.4074,95918676.0,97321480.1
399905.SZ,20191224,5162.0702,5098.805,5165.1561,5092.9061,5084.3505,77.7197,1.5286,85451916.0,80244021.6
399905.SZ,20191223,5084.3505,5161.2823,5188.85,5079.4417,5184.6752,-100.3247,-1.935,105652530.0,98214944.0
399905.SZ,20191220,5184.6752,5244.2134,5258.0056,5182.0632,5241.7376,-57.0624,-1.0886,117998472.0,107404905.7
399905.SZ,20191219,5241.7376,5236.9151,5255.1689,5215.884,5235.1248,6.6128,0.1263,113666294.0,111318995.2
399905.SZ,20191218,5235.1248,5235.4761,5267.4061,5221.698,5236.0624,-0.9376,-0.0179,129264398.0,126380736.8
399905.SZ,20191217,5236.0624,5167.2291,5257.8279,5161.1524,5166.0391,70.0233,1.3555,150219142.0,143007732.1
399905.SZ,20191216,5166.0391,5095.3481,5166.0391,5081.9093,5073.6858,92.3533,1.8202,116522533.0,118077922.8
399905.SZ,20191213,5073.6858,5047.8973,5082.7599,5029.8833,5012.0011,61.6847,1.2307,99979184.0,100214793.1
399905.SZ,20191212,5012.0011,5025.4907,5044.1972,5008.3676,5027.2784,-15.2773,-0.3039,80055439.0,82031906.1
399905.SZ,20191211,5027.2784,5044.9367,5052.3501,5007.5596,5049.0514,-21.773,-0.4312,86011038.0,87198618.3
399905.SZ,20191210,5049.0514,5012.4716,5054.3122,4998.1479,5024.604,24.4474,0.4866,82936330.0,85621362.3
399905.SZ,20191209,5024.604,5020.2216,5040.2408,5005.8413,5010.5104,14.0936,0.2813,88486415.0,92501704.1
399905.SZ,20191206,5010.5104,4968.041,5010.513,4954.7856,4967.6021,42.9083,0.8638,73705957.0,77615890.6
399905.SZ,20191205,4967.6021,4927.7757,4978.9896,4923.1116,4920.6682,46.9339,0.9538,74077104.0,77991494.6
399905.SZ,20191204,4920.6682,4902.4853,4935.5695,4901.0364,4926.4548,-5.7866,-0.1175,63496450.0,65049445.2
399905.SZ,20191203,4926.4548,4889.4069,4926.4548,4863.662,4905.4209,21.0339,0.4288,60345525.0,59970188.1
399905.SZ,20191202,4905.4209,4897.6306,4930.5853,4889.319,4894.9416,10.4793,0.2141,63150159.0,61517277.1
399905.SZ,20191129,4894.9416,4888.3484,4909.411,4850.5879,4889.2595,5.6821,0.1162,61395620.0,58933970.5
399905.SZ,20191128,4889.2595,4897.6525,4916.8046,4878.0072,4904.2568,-14.9973,-0.3058,59672314.0,56925664.8
399905.SZ,20191127,4904.2568,4881.402,4935.6277,4872.3024,4882.1624,22.0944,0.4526,72646940.0,70087736.4
399905.SZ,20191126,4882.1624,4906.4289,4920.6768,4882.1624,4901.5021,-19.3397,-0.3946,81259730.0,74550160.6
399905.SZ,20191125,4901.5021,4904.9949,4915.3452,4853.8425,4904.0828,-2.5807,-0.0526,86347265.0,78620478.5
399905.SZ,20191122,4904.0828,4954.3102,5018.0642,4876.8117,4945.7188,-41.636,-0.8419,88027695.0,89306629.2
399905.SZ,20191121,4945.7188,4929.8513,4963.0886,4919.5937,4946.2757,-0.5569,-0.0113,66167513.0,63282046.8
399905.SZ,20191120,4946.2757,4975.7561,4991.6959,4941.9109,4975.1128,-28.8371,-0.5796,78998277.0,81388200.0
399905.SZ,20191119,4975.1128,4892.3397,4975.1128,4890.7563,4892.4609,82.6519,1.6894,72363369.0,73229636.6
399905.SZ,20191118,4892.4609,4862.2803,4901.001,4851.39,4868.4367,24.0242,0.4935,63965372.0,63914780.8
399905.SZ,20191115,4868.4367,4910.2052,4936.9848,4868.4367,4912.1075,-43.6708,-0.889,70076404.0,74051052.8
399905.SZ,20191114,4912.1075,4875.2493,4925.4416,4871.5569,4875.543,36.5645,0.75,63910112.0,68278831.8
399905.SZ,20191113,4875.543,4878.9678,4888.1914,4853.5946,4881.6144,-6.0714,-0.1244,60606408.0,60162199.8
399905.SZ,20191112,4881.6144,4878.9722,4887.2957,4823.4288,4876.1594,5.455,0.1119,68785493.0,64024939.3
399905.SZ,20191111,4876.1594,4961.1943,4961.1943,4868.4348,4988.2938,-112.1344,-2.248,77096401.0,71951297.6
399905.SZ,20191108,4988.2938,5036.6566,5051.5643,4985.9488,5007.0666,-18.7728,-0.3749,79096556.0,80301698.4
399905.SZ,20191107,5007.0666,4970.529,5020.2236,4960.8385,4974.7343,32.3323,0.6499,72092198.0,70612908.5
399905.SZ,20191106,4974.7343,5022.1048,5027.7894,4955.8258,5025.3029,-50.5686,-1.0063,83216275.0,82703564.2
399905.SZ,20191105,5025.3029,4995.4616,5041.2355,4972.7168,4987.8364,37.4665,0.7512,85072951.0,84235951.7
399905.SZ,20191104,4987.8364,4974.3632,5016.9371,4974.3632,4962.3495,25.4869,0.5136,81278227.0,82241598.0
399905.SZ,20191101,4962.3495,4908.6477,4967.0484,4896.0073,4917.4174,44.9321,0.9137,74155656.0,72447112.6
399905.SZ,20191031,4917.4174,4950.0259,4967.7453,4911.3756,4947.8954,-30.478,-0.616,79582687.0,79650641.3
399905.SZ,20191030,4947.8954,4975.6732,4984.4037,4938.1025,5007.7126,-59.8172,-1.1945,85762155.0,83620058.9
399905.SZ,20191029,5007.7126,5080.9295,5080.9295,5007.7126,5084.4677,-76.7551,-1.5096,108706305.0,105275425.0
399905.SZ,20191028,5084.4677,5026.064,5084.6884,5026.064,4994.5684,89.8993,1.7999,102907395.0,101064614.5
399905.SZ,20191025,4994.5684,4953.3271,5001.5089,4922.0836,4958.2465,36.3219,0.7326,73158777.0,72672829.2
399905.SZ,20191024,4958.2465,4961.6853,4972.7625,4921.1123,4967.1949,-8.9484,-0.1801,64868443.0,62074661.0
399905.SZ,20191023,4967.1949,5009.3572,5009.9404,4955.0555,5005.5525,-38.3576,-0.7663,69036507.0,65559048.9
399905.SZ,20191022,5005.5525,4954.1075,5011.0127,4954.1075,4951.0354,54.5171,1.1011,65534982.0,63627854.0
399905.SZ,20191021,4951.0354,4956.7929,4957.2357,4906.3624,4961.8072,-10.7718,-0.2171,69899271.0,65366244.5
399905.SZ,20191018,4961.8072,5033.8167,5056.5575,4953.1478,5029.854,-68.0468,-1.3529,82038850.0,74431254.1
399905.SZ,20191017,5029.854,5039.2712,5049.3606,5017.4677,5038.356,-8.502,-0.1687,70514508.0,65942908.1
399905.SZ,20191016,5038.356,5064.3325,5086.9729,5036.5028,5061.0029,-22.6469,-0.4475,78221408.0,73744399.9
